status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
Resolved,3724,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-30 07:39:04,2023-11-30 08:08:17,2023-12-02 09:19:52,,Custom software development,Tier 1,Greece,7.65,8.14,0.49,Compliant
Closed,3725,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-11-30 12:40:21,2023-11-30 12:41:22,2023-12-04 18:26:21,5,Ready to use Software,Tier 1,Germany,12.67,12.69,0.02,Compliant
Closed,3726,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-30 08:39:54,2023-11-30 09:15:18,2023-12-01 11:13:30,3,Ready to use Software,Tier 2,Poland,8.67,9.26,0.59,Compliant
Resolved,3727,High,Chat,Feature request,1st line support,Sheela Cutten,2023-11-30 15:07:53,2023-11-30 15:08:20,2023-12-01 07:12:04,,Ready to use Software,Tier 1,Greece,15.13,15.14,0.01,Compliant
Resolved,3728,High,Email,Product setup,2nd line support,Heather Urry,2023-11-30 15:06:50,2023-11-30 16:01:09,2023-12-02 03:32:57,,Custom software development,Tier 2,Austria,15.11,16.02,0.91,Compliant
Closed,3729,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-11-30 22:24:05,2023-11-30 23:03:37,2023-12-01 15:54:40,2,Custom software development,Tier 1,Republic of Ireland,22.40,23.06,0.66,Compliant
Closed,3730,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-30 01:16:32,2023-11-30 01:20:32,2023-12-02 19:57:31,4,Custom software development,Tier 2,Italy,1.28,1.34,0.07,Compliant
Closed,3731,Low,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-30 13:33:41,2023-11-30 13:35:35,2023-12-01 17:06:21,5,Ready to use Software,Tier 1,Czech Republic,13.56,13.59,0.03,Compliant
Resolved,3732,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-30 01:43:27,2023-11-30 02:01:13,2023-12-01 18:12:03,,Ready to use Software,Tier 1,Germany,1.72,2.02,0.30,Compliant
Closed,3733,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-30 10:52:26,2023-11-30 11:08:20,2023-12-01 18:29:08,4,Ready to use Software,Tier 1,Spain,10.87,11.14,0.27,Compliant
Closed,3734,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-11-30 11:14:08,2023-11-30 11:27:48,2023-12-02 10:47:27,4,Training and Consulting Services,Tier 1,Poland,11.24,11.46,0.23,Compliant
Closed,3735,Low,Chat,Bug report,1st line support,Nicola Wane,2023-11-30 15:41:41,2023-11-30 15:43:19,2023-12-01 09:22:16,4,Custom software development,Tier 1,Italy,15.69,15.72,0.03,Compliant
Closed,3736,Low,Chat,Product setup,1st line support,Nicola Wane,2023-11-30 12:36:28,2023-11-30 12:37:52,2023-12-02 08:29:03,1,Other,Tier 1,Italy,12.61,12.63,0.02,Compliant
In progress,3737,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-12-01 04:12:24,2023-12-01 05:11:26,,,Custom software development,Tier 1,United Kingdom,4.21,5.19,0.98,Compliant
In progress,3738,Low,Email,Other,1st line support,Nicola Wane,2023-12-01 10:27:24,2023-12-01 11:06:51,,,Custom software development,Tier 1,Greece,10.46,11.11,0.66,Compliant
Closed,3739,Medium,Email,Purchasing and invoicing,2nd line support,Heather Urry,2023-12-01 06:10:41,2023-12-01 06:50:06,2023-12-02 11:33:19,4,Ready to use Software,Tier 2,Bulgaria,6.18,6.84,0.66,Compliant
Open,3740,High,Chat,Product setup,2nd line support,Adolpho Messingham,2023-12-01 05:04:05,,,,Training and Consulting Services,Tier 2,Austria,5.07,,,Breached
Open,3741,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-12-01 22:07:45,,,,Ready to use Software,Tier 1,Austria,22.13,,,Breached
Closed,3742,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-12-01 08:23:02,2023-12-01 09:09:51,2023-12-02 20:56:45,3,Ready to use Software,Tier 1,Austria,8.38,9.16,0.78,Compliant
In progress,3743,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-12-01 22:43:53,2023-12-01 22:48:41,,,Ready to use Software,Tier 2,Poland,22.73,22.81,0.08,Compliant
Closed,3744,High,Chat,Feature request,2nd line support,Adolpho Messingham,2023-12-02 03:13:09,2023-12-02 03:14:10,2023-12-02 21:38:16,5,Ready to use Software,Tier 2,Austria,3.22,3.24,0.02,Compliant
Closed,3745,Low,Email,Feature request,1st line support,Nicola Wane,2023-12-02 03:47:24,2023-12-02 03:56:47,2023-12-08 01:00:06,4,Ready to use Software,Tier 1,Spain,3.79,3.95,0.16,Compliant
Closed,3746,High,Email,Bug report,1st line support,Nicola Wane,2023-12-02 17:40:06,2023-12-02 18:34:09,2023-12-03 17:42:02,2,Custom software development,Tier 1,Republic of Ireland,17.67,18.57,0.90,Compliant
Closed,3752,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-12-02 15:47:24,2023-12-02 18:53:53,2023-12-02 20:31:13,4,Ready to use Software,Tier 1,Greece,15.79,18.90,3.11,Compliant
Resolved,3753,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-12-02 01:33:34,2023-12-02 01:34:00,2023-12-03 08:36:03,,Ready to use Software,Tier 2,Bulgaria,1.56,1.57,0.01,Compliant
In progress,3755,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-12-03 07:41:59,2023-12-03 07:43:04,,,Custom software development,Tier 1,Italy,7.70,7.72,0.02,Compliant
Closed,3756,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-12-03 23:02:15,2023-12-03 23:42:01,2023-12-04 13:52:26,4,Training and Consulting Services,Tier 1,Germany,23.04,23.70,0.66,Compliant
Closed,3757,High,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-12-03 09:36:37,2023-12-03 09:37:45,2023-12-04 08:43:14,4,Ready to use Software,Tier 1,France,9.61,9.63,0.02,Compliant
Closed,3758,Low,Chat,Training request,1st line support,Nicola Wane,2023-12-03 12:13:20,2023-12-03 12:13:25,2023-12-04 11:00:37,1,Training and Consulting Services,Tier 1,Czech Republic,12.22,12.22,0.00,Compliant
Resolved,3759,Low,Chat,Feature request,1st line support,Nicola Wane,2023-12-03 16:40:24,2023-12-03 16:41:17,2023-12-05 19:04:44,,Ready to use Software,Tier 1,Italy,16.67,16.69,0.01,Compliant
Closed,3760,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-12-03 08:41:50,2023-12-03 08:51:54,2023-12-05 22:34:02,4,Custom software development,Tier 1,Italy,8.70,8.87,0.17,Compliant
Closed,3762,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-12-04 03:02:19,2023-12-04 03:03:24,2023-12-04 23:07:50,5,Custom software development,Tier 1,Poland,3.04,3.06,0.02,Compliant
Resolved,3763,High,Email,Product setup,1st line support,Nicola Wane,2023-12-04 14:53:51,2023-12-04 15:11:05,2023-12-06 06:14:22,,Ready to use Software,Tier 1,Germany,14.90,15.18,0.29,Compliant
Closed,3765,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-12-04 04:44:02,2023-12-04 04:58:42,2023-12-05 06:40:57,3,Ready to use Software,Tier 1,Poland,4.73,4.98,0.24,Compliant
Closed,3766,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-12-04 17:21:19,2023-12-04 18:05:55,2023-12-06 01:58:38,5,Custom software development,Tier 1,Republic of Ireland,17.36,18.10,0.74,Compliant
Closed,3767,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-12-04 20:25:55,2023-12-04 20:30:28,2023-12-04 20:47:39,1,Training and Consulting Services,Tier 1,Austria,20.43,20.51,0.08,Compliant
Closed,3770,Medium,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-12-04 18:47:16,2023-12-04 19:45:57,2023-12-07 21:46:45,4,Other,Tier 1,France,18.79,19.77,0.98,Compliant
In progress,3771,Low,Chat,Other,1st line support,Kristos Westoll,2023-12-04 04:19:29,2023-12-04 04:19:41,,,Ready to use Software,Tier 1,France,4.32,4.33,0.00,Compliant
Closed,3772,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-12-04 07:48:05,2023-12-04 08:14:18,2023-12-04 21:30:06,5,Custom software development,Tier 1,United Kingdom,7.80,8.24,0.44,Compliant
Closed,3773,Low,Email,Bug report,1st line support,Nicola Wane,2023-12-05 09:29:27,2023-12-05 09:35:08,2023-12-06 06:39:57,1,Ready to use Software,Tier 1,Greece,9.49,9.59,0.09,Compliant
Closed,3774,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-12-05 20:35:11,2023-12-05 20:40:19,2023-12-06 14:08:19,5,Custom software development,Tier 1,Bulgaria,20.59,20.67,0.09,Compliant
Closed,3775,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-12-05 17:34:01,2023-12-05 17:34:58,2023-12-06 15:53:36,5,Ready to use Software,Tier 2,Italy,17.57,17.58,0.02,Compliant
Resolved,3776,Low,Chat,Product setup,1st line support,Nicola Wane,2023-12-05 02:07:14,2023-12-05 02:08:41,2023-12-10 05:19:39,,Custom software development,Tier 1,United Kingdom,2.12,2.14,0.02,Compliant
Closed,3777,Medium,Email,Bug report,1st line support,Connor Danielovitch,2023-12-05 16:10:33,2023-12-05 16:28:49,2023-12-05 23:40:59,5,Ready to use Software,Tier 1,Poland,16.18,16.48,0.30,Compliant
Closed,3778,Low,Chat,Bug report,1st line support,Nicola Wane,2023-12-05 17:19:35,2023-12-05 17:19:48,2023-12-06 07:59:58,5,Training and Consulting Services,Tier 1,Slovenia,17.33,17.33,0.00,Compliant
Closed,3779,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-12-05 03:25:18,2023-12-05 03:38:24,2023-12-05 18:25:30,5,Other,Tier 1,Italy,3.42,3.64,0.22,Compliant
Closed,3780,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-12-05 16:52:36,2023-12-05 16:56:11,2023-12-09 01:05:16,4,Ready to use Software,Tier 1,Germany,16.88,16.94,0.06,Compliant
In progress,3781,Low,Email,Product setup,1st line support,Kristos Westoll,2023-12-05 09:49:17,2023-12-05 10:21:40,,,Other,Tier 1,Italy,9.82,10.36,0.54,Compliant
Closed,3782,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-12-06 07:16:35,2023-12-06 08:13:11,2023-12-06 09:29:44,2,Custom software development,Tier 2,Czech Republic,7.28,8.22,0.94,Compliant
Closed,3783,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-12-06 00:28:18,2023-12-06 00:29:15,2023-12-06 13:55:04,5,Custom software development,Tier 1,Italy,0.47,0.49,0.02,Compliant
Closed,3784,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-12-06 21:29:10,2023-12-06 21:29:34,2023-12-12 19:04:45,4,Training and Consulting Services,Tier 1,Germany,21.49,21.49,0.01,Compliant
Closed,3785,Low,Email,Product setup,1st line support,Sheela Cutten,2023-12-06 13:58:09,2023-12-06 14:24:00,2023-12-12 00:26:39,3,Ready to use Software,Tier 1,Germany,13.97,14.40,0.43,Compliant
Resolved,3786,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-12-06 09:54:13,2023-12-06 10:51:23,2023-12-07 22:10:11,,Ready to use Software,Tier 1,Poland,9.90,10.86,0.95,Compliant
Open,3787,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-12-06 03:52:38,,,,Custom software development,Tier 1,Poland,3.88,,,Breached
Closed,3788,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-12-06 17:56:14,2023-12-06 18:32:59,2023-12-07 22:24:48,4,Custom software development,Tier 1,Poland,17.94,18.55,0.61,Compliant
Resolved,3789,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-12-07 18:49:15,2023-12-07 18:50:56,2023-12-08 04:22:45,,Ready to use Software,Tier 1,United Kingdom,18.82,18.85,0.03,Compliant
Closed,3790,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-12-07 22:00:48,2023-12-07 22:02:03,2023-12-09 15:19:40,3,Other,Tier 1,Bulgaria,22.01,22.03,0.02,Compliant
In progress,3791,High,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-12-07 02:56:44,2023-12-07 03:43:40,,,Ready to use Software,Tier 1,Austria,2.95,3.73,0.78,Compliant
Closed,3792,Medium,Email,Bug report,1st line support,Bernard Beckley,2023-12-07 03:27:04,2023-12-07 04:11:17,2023-12-07 06:57:33,4,Training and Consulting Services,Tier 1,United Kingdom,3.45,4.19,0.74,Compliant
Open,3793,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-12-07 20:45:23,,,,Other,Tier 1,Bulgaria,20.76,,,Breached
Resolved,3794,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-12-07 01:47:33,2023-12-07 03:53:34,2023-12-10 12:04:48,,Training and Consulting Services,Tier 1,Greece,1.79,3.89,2.10,Compliant
Closed,3795,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-12-07 22:35:46,2023-12-07 22:36:39,2023-12-08 20:04:54,2,Other,Tier 1,France,22.60,22.61,0.01,Compliant
Closed,3797,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-12-07 01:02:40,2023-12-07 01:38:45,2023-12-07 18:03:04,5,Other,Tier 1,Poland,1.04,1.65,0.60,Compliant
Closed,3798,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-12-08 19:29:32,2023-12-08 20:24:21,2023-12-08 20:58:51,4,Other,Tier 1,Italy,19.49,20.41,0.91,Compliant
Resolved,3799,Medium,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-12-08 22:29:50,2023-12-08 22:29:57,2023-12-13 18:47:34,,Ready to use Software,Tier 1,Italy,22.50,22.50,0.00,Compliant
Closed,3801,Medium,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-12-08 21:05:54,2023-12-08 21:51:50,2023-12-09 16:13:07,5,Ready to use Software,Tier 2,Spain,21.10,21.86,0.77,Compliant
Closed,3802,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-12-08 15:21:56,2023-12-08 15:23:01,2023-12-09 04:56:30,1,Custom software development,Tier 1,United Kingdom,15.37,15.38,0.02,Compliant
Closed,3803,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-12-08 11:28:58,2023-12-08 12:19:11,2023-12-09 07:19:22,4,Ready to use Software,Tier 2,Czech Republic,11.48,12.32,0.84,Compliant
Closed,3804,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-12-08 16:08:01,2023-12-08 16:16:25,2023-12-10 15:17:11,2,Custom software development,Tier 1,Republic of Ireland,16.13,16.27,0.14,Compliant
Closed,3805,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-12-08 10:42:36,2023-12-08 10:57:17,2023-12-08 13:25:30,4,Ready to use Software,Tier 2,Poland,10.71,10.95,0.24,Compliant
Closed,3806,Low,Phone,Product setup,2nd line support,Adolpho Messingham,2023-12-08 13:42:26,2023-12-08 13:43:25,2023-12-09 05:45:39,4,Ready to use Software,Tier 2,United Kingdom,13.71,13.72,0.02,Compliant
Closed,3812,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-12-09 18:12:30,2023-12-09 18:13:32,2023-12-10 13:56:24,4,Ready to use Software,Tier 1,Greece,18.21,18.23,0.02,Compliant
Closed,3813,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-12-09 02:41:17,2023-12-09 03:11:00,2023-12-12 17:44:37,3,Training and Consulting Services,Tier 1,Germany,2.69,3.18,0.50,Compliant
Closed,3814,Medium,Email,Training request,1st line support,Nicola Wane,2023-12-09 09:47:02,2023-12-09 10:08:51,2023-12-10 15:18:43,3,Training and Consulting Services,Tier 1,Germany,9.78,10.15,0.36,Compliant
Closed,3815,Low,Chat,Other,2nd line support,Adolpho Messingham,2023-12-09 09:30:21,2023-12-09 09:30:25,2023-12-10 09:02:06,5,Training and Consulting Services,Tier 2,Poland,9.51,9.51,0.00,Compliant
Resolved,3816,High,Phone,Other,1st line support,Connor Danielovitch,2023-12-09 20:53:54,2023-12-09 20:54:15,2023-12-11 13:25:51,,Ready to use Software,Tier 1,Slovenia,20.90,20.90,0.01,Compliant
Closed,3817,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-12-10 00:08:27,2023-12-10 00:08:34,2023-12-10 04:41:20,4,Custom software development,Tier 1,United Kingdom,0.14,0.14,0.00,Compliant
Open,3818,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-12-10 22:40:41,,,,Custom software development,Tier 1,Italy,22.68,,,Breached
Closed,3819,Low,Email,Training request,2nd line support,Heather Urry,2023-12-10 17:29:44,2023-12-10 17:40:02,2023-12-13 07:23:43,5,Training and Consulting Services,Tier 2,Italy,17.50,17.67,0.17,Compliant
Closed,3820,Medium,Email,Other,2nd line support,Adolpho Messingham,2023-12-10 20:12:57,2023-12-11 00:25:40,2023-12-15 01:23:52,5,Training and Consulting Services,Tier 2,Czech Republic,20.22,0.43,19.79,Breached
Closed,3821,Low,Chat,Feature request,2nd line support,Heather Urry,2023-12-10 19:12:58,2023-12-10 19:13:33,2023-12-12 09:36:38,2,Custom software development,Tier 2,Greece,19.22,19.23,0.01,Compliant
In progress,3822,Low,Email,Product setup,1st line support,Bernard Beckley,2023-12-10 15:47:58,2023-12-10 16:27:46,,,Ready to use Software,Tier 1,Poland,15.80,16.46,0.66,Compliant
Closed,3828,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-12-11 06:10:27,2023-12-11 07:10:27,2023-12-15 19:12:16,5,Ready to use Software,Tier 2,Czech Republic,6.17,7.17,1.00,Compliant
In progress,3829,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-12-11 22:06:52,2023-12-11 22:08:26,,,Other,Tier 1,United Kingdom,22.11,22.14,0.03,Compliant
Open,3830,Low,Email,Feature request,1st line support,Kristos Westoll,2023-12-11 01:00:06,,,,Custom software development,Tier 1,Republic of Ireland,1.00,,,Breached
Resolved,3831,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-12-11 07:52:40,2023-12-11 07:53:53,2023-12-11 16:46:33,,Custom software development,Tier 1,Spain,7.88,7.90,0.02,Compliant
Closed,3832,Medium,Phone,Product setup,1st line support,Sheela Cutten,2023-12-11 01:16:44,2023-12-11 01:17:14,2023-12-11 20:26:14,2,Custom software development,Tier 1,Germany,1.28,1.29,0.01,Compliant
Closed,3833,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-12-11 19:50:54,2023-12-11 20:43:51,2023-12-12 17:39:03,4,Custom software development,Tier 2,Slovenia,19.85,20.73,0.88,Compliant
Closed,3834,Medium,Email,Feature request,1st line support,Bernard Beckley,2023-12-11 04:32:49,2023-12-11 05:25:09,2023-12-11 14:24:38,2,Ready to use Software,Tier 1,United Kingdom,4.55,5.42,0.87,Compliant
In progress,3835,Low,Chat,Other,1st line support,Connor Danielovitch,2023-12-11 14:58:22,2023-12-11 14:58:53,,,Other,Tier 1,Germany,14.97,14.98,0.01,Compliant
Closed,3837,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-12-12 06:24:10,2023-12-12 07:09:44,2023-12-13 21:39:16,3,Training and Consulting Services,Tier 1,France,6.40,7.16,0.76,Compliant
Resolved,3838,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-12-12 15:38:11,2023-12-12 15:39:25,2023-12-14 22:10:48,,Ready to use Software,Tier 2,Greece,15.64,15.66,0.02,Compliant
Resolved,3839,Low,Email,Bug report,1st line support,Sheela Cutten,2023-12-12 08:40:16,2023-12-12 08:42:48,2023-12-13 05:40:15,,Ready to use Software,Tier 1,Slovenia,8.67,8.71,0.04,Compliant
Closed,3840,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-12-12 18:31:41,2023-12-12 18:32:40,2023-12-13 07:55:43,5,Ready to use Software,Tier 1,France,18.53,18.54,0.02,Compliant
Closed,3841,Low,Email,Product setup,1st line support,Kristos Westoll,2023-12-12 06:13:31,2023-12-12 06:27:55,2023-12-14 04:53:33,4,Ready to use Software,Tier 1,Austria,6.23,6.47,0.24,Compliant
Resolved,3842,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-12-12 00:10:31,2023-12-12 00:10:36,2023-12-12 10:23:26,,Custom software development,Tier 1,Republic of Ireland,0.18,0.18,0.00,Compliant
Closed,3843,Medium,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-12-13 08:49:29,2023-12-13 09:04:25,2023-12-16 10:56:25,4,Custom software development,Tier 2,Germany,8.82,9.07,0.25,Compliant
Closed,3844,High,Email,Product setup,1st line support,Kristos Westoll,2023-12-13 19:06:23,2023-12-13 19:53:41,2023-12-15 02:17:55,2,Ready to use Software,Tier 1,Germany,19.11,19.89,0.79,Compliant
Closed,3845,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-12-13 18:00:56,2023-12-13 18:23:57,2023-12-14 09:10:26,5,Ready to use Software,Tier 1,Italy,18.02,18.40,0.38,Compliant
In progress,3846,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-12-13 05:24:35,2023-12-13 05:38:47,,,Custom software development,Tier 1,Italy,5.41,5.65,0.24,Compliant
